LEVEL,HGHT,TEMP,DWPT,WDIR,WSPD
211.9,11942.5,-54.3,-60.78,290.0,32.46
211.7,11948.1,-54.3,-60.98,285.2,29.94
211.6,11954.5,-54.3,-61.01,269.9,36.35
211.4,11960.5,-54.3,-61.01,269.2,36.54
211.2,11965.5,-54.4,-61.12,261.3,36.16
211.1,11970.9,-54.4,-61.12,265.1,37.13
210.7,11980.8,-54.5,-61.25,268.1,32.07
210.5,11986.1,-54.5,-61.23,269.9,35.38
210.3,11991.3,-54.6,-61.38,275.8,32.85
210.1,11997.7,-54.6,-61.4,270.6,34.41
209.7,12009.6,-54.7,-61.57,265.3,37.13
209.5,12015.9,-54.8,-61.73,261.5,40.24
209.3,12021.9,-54.8,-61.77,267.9,38.29
209.2,12026.8,-54.9,-61.73,272.1,33.82
209.0,12031.3,-54.9,-61.66,269.9,36.54
208.5,12047.3,-55.1,-61.9,273.6,37.52
208.3,12052.8,-55.1,-61.95,273.6,41.79
207.6,12071.4,-55.3,-62.25,265.9,34.99
207.2,12085.8,-55.4,-62.29,272.4,31.1
207.0,12092.1,-55.5,-62.44,269.9,39.65
206.8,12098.7,-55.6,-62.51,275.2,42.76
206.6,12104.8,-55.6,-62.56,272.9,36.16
206.4,12111.5,-55.7,-62.57,262.8,35.38
206.2,12117.7,-55.7,-62.51,265.5,32.85
206.1,12124.0,-55.8,-62.6,268.8,32.66
205.8,12130.5,-55.8,-62.48,277.6,32.46
205.5,12136.8,-55.9,-62.55,281.8,28.77
205.4,12143.5,-55.9,-62.5,274.4,28.77
205.2,12150.3,-56.0,-62.68,266.1,31.49
204.9,12157.8,-56.0,-62.7,261.1,38.49
204.8,12164.4,-56.1,-62.74,262.6,42.18
204.5,12170.8,-56.2,-62.94,270.7,42.57
204.3,12177.7,-56.2,-62.9,280.0,40.43
204.2,12184.3,-56.2,-62.94,286.8,38.29
203.9,12190.5,-56.3,-63.05,282.1,35.18
203.7,12196.2,-56.4,-63.09,280.6,29.35
203.6,12202.0,-56.4,-63.09,282.8,33.82
203.4,12207.2,-56.5,-63.06,276.1,35.77
202.8,12223.5,-56.6,-63.35,256.9,37.9
202.6,12229.6,-56.7,-63.46,258.3,38.1
202.3,12242.7,-56.8,-63.48,284.9,43.54
202.0,12248.4,-56.8,-63.55,278.2,45.68
201.9,12253.3,-56.8,-63.46,268.2,42.18
201.7,12258.2,-56.9,-63.52,260.7,41.99
201.1,12277.0,-57.0,-63.67,262.1,38.29
200.9,12282.8,-57.0,-63.67,262.3,38.88
200.7,12289.3,-57.1,-63.76,261.0,34.02
200.4,12294.7,-57.2,-63.85,256.0,29.74
200.3,12300.3,-57.2,-63.92,256.4,32.27
200.2,12305.3,-57.3,-63.96,255.8,34.6
199.9,12317.6,-57.4,-64.14,260.1,48.01
199.6,12326.7,-57.4,-64.29,263.8,49.37
199.3,12333.6,-57.5,-64.24,266.9,45.68
199.2,12338.0,-57.5,-64.15,274.2,44.9
199.1,12342.8,-57.6,-64.28,283.1,38.29
198.2,12367.7,-57.7,-64.39,272.9,51.51
198.2,12372.6,-57.6,-64.4,266.6,54.82
197.9,12378.9,-57.6,-64.55,264.3,52.29
197.7,12384.7,-57.6,-64.51,260.7,50.35
197.5,12396.0,-57.7,-64.64,268.3,57.34
197.2,12401.0,-57.7,-64.68,270.9,57.54
197.1,12406.0,-57.8,-64.79,267.6,56.57
196.9,12412.5,-57.8,-64.79,263.6,52.09
196.8,12418.4,-57.9,-64.79,260.2,49.96
196.7,12423.0,-57.9,-64.66,259.7,48.79
196.0,12445.8,-58.2,-64.94,266.7,47.62
195.5,12461.6,-58.3,-65.14,260.8,49.96
195.2,12469.2,-58.2,-65.1,266.4,49.57
195.1,12474.6,-58.1,-64.97,275.3,45.49
195.0,12478.3,-58.1,-64.99,282.5,41.6
194.0,12505.7,-58.3,-65.34,274.1,56.18
193.7,12516.7,-58.4,-65.31,266.0,52.29
193.1,12534.4,-58.5,-65.6,267.1,46.85
192.4,12555.6,-58.7,-65.8,267.1,52.68
192.2,12564.8,-58.8,-65.75,266.8,58.9
191.9,12572.1,-58.8,-65.95,267.5,65.51
191.8,12580.1,-58.9,-66.01,262.6,60.84
191.5,12586.4,-58.9,-65.97,263.5,53.65
190.9,12610.1,-59.1,-65.67,271.5,50.35
190.5,12619.3,-59.2,-65.71,268.1,50.73
190.4,12624.4,-59.3,-65.72,265.4,56.57
190.2,12631.7,-59.3,-65.87,265.8,57.73
189.6,12651.9,-59.5,-66.01,263.0,53.84
189.3,12657.9,-59.5,-66.17,260.9,52.68
189.2,12662.7,-59.6,-66.14,263.6,52.29
189.1,12669.0,-59.6,-66.19,276.2,48.21
188.5,12683.1,-59.7,-66.3,282.7,56.37
188.5,12688.9,-59.8,-66.39,277.7,62.98
188.2,12694.4,-59.8,-66.22,273.2,58.9
188.1,12700.8,-59.9,-66.3,265.0,52.29
188.0,12704.7,-59.9,-66.08,261.5,48.98
187.6,12715.0,-60.0,-66.14,273.8,47.04
187.5,12720.6,-60.0,-66.14,277.8,50.73
187.3,12725.9,-60.1,-66.2,273.1,50.73
187.2,12729.8,-60.1,-66.07,271.8,47.82
186.2,12764.6,-60.3,-66.75,268.4,60.26
186.1,12771.3,-60.4,-66.81,269.4,63.17
185.7,12780.3,-60.4,-66.79,279.2,59.68
185.6,12788.0,-60.4,-67.0,287.3,53.84
185.3,12794.4,-60.4,-66.91,286.3,51.9
184.9,12806.0,-60.4,-66.93,264.5,42.38
184.8,12812.4,-60.4,-66.88,260.4,56.18
184.6,12818.7,-60.4,-66.93,263.4,61.81
184.4,12824.5,-60.3,-66.89,267.0,63.95
184.2,12830.9,-60.3,-66.87,274.7,61.62
184.1,12835.8,-60.3,-66.63,275.4,55.59
184.0,12843.8,-60.3,-66.58,272.8,38.88
183.7,12849.6,-60.3,-66.75,269.8,43.74
183.5,12856.2,-60.3,-66.82,277.2,50.93
182.9,12875.8,-60.5,-67.22,286.4,56.95
182.2,12899.1,-60.6,-67.03,264.2,54.04
181.7,12918.8,-60.7,-67.14,269.0,61.81
181.4,12929.3,-60.6,-67.12,279.9,62.59
181.1,12940.5,-60.4,-66.97,274.9,51.71
180.4,12962.2,-60.1,-67.25,274.4,59.68
180.3,12966.4,-60.0,-67.32,278.8,64.54
180.2,12970.3,-60.0,-67.5,282.7,64.73
179.9,12976.7,-60.0,-67.72,281.4,64.15
179.8,12982.7,-60.0,-67.72,279.3,59.29
179.4,12994.4,-60.0,-67.88,273.6,49.18
178.6,13025.2,-60.2,-68.31,268.4,55.59
178.4,13029.7,-60.3,-68.38,271.8,61.81
178.2,13035.9,-60.3,-68.4,274.7,65.12
178.1,13042.3,-60.4,-68.47,275.7,59.87
177.4,13064.3,-60.5,-68.46,277.5,55.59
177.0,13079.9,-60.6,-68.31,284.7,67.84
176.6,13092.0,-60.7,-68.08,273.5,67.06
176.6,13098.4,-60.7,-68.16,272.6,69.01
176.2,13107.4,-60.8,-68.23,268.6,69.2
176.1,13115.4,-60.8,-68.2,272.2,53.07
175.4,13136.7,-60.8,-68.14,281.5,55.98
175.3,13140.5,-60.9,-68.02,282.4,58.32
174.7,13161.0,-60.9,-68.38,279.3,58.9
174.5,13165.7,-60.9,-68.52,281.1,63.95
174.3,13169.3,-61.0,-68.75,288.2,66.67
173.9,13185.1,-61.1,-69.28,285.2,58.12
173.7,13191.6,-61.2,-69.44,278.8,57.93
173.5,13195.9,-61.2,-69.31,274.7,57.54
173.5,13197.8,-61.3,-69.32,274.0,56.18
173.4,13200.1,-61.3,-69.3,274.7,54.62
173.3,13205.0,-61.3,-69.44,277.6,56.95
173.1,13211.6,-61.3,-69.55,281.0,57.34
172.5,13228.8,-61.4,-69.9,293.4,54.04
172.4,13234.2,-61.5,-70.0,286.0,58.12
172.2,13241.7,-61.5,-70.18,287.3,54.62
172.0,13249.4,-61.5,-70.22,289.8,46.26
171.9,13253.2,-61.5,-70.15,285.7,43.35
171.8,13256.1,-61.6,-70.33,288.4,41.21
171.6,13260.8,-61.6,-70.45,288.4,44.13
171.0,13285.5,-61.6,-70.5,283.0,53.46
170.8,13294.1,-61.7,-70.78,286.6,58.12
170.0,13319.0,-61.9,-71.2,280.0,53.46
169.9,13325.7,-62.0,-71.24,283.3,48.98
169.6,13333.8,-62.1,-71.26,297.0,43.15
169.5,13339.4,-62.1,-71.41,299.0,45.87
169.1,13353.8,-62.2,-71.55,289.8,39.27
168.3,13383.8,-62.6,-71.78,281.4,48.6
166.5,13459.6,-63.2,-72.7,296.7,53.26
166.4,13465.3,-63.2,-72.8,297.5,52.48
164.8,13519.1,-63.6,-73.24,279.9,45.87
164.4,13539.4,-63.8,-73.42,279.1,46.26
164.2,13545.9,-63.8,-73.44,280.7,50.15
164.1,13552.2,-63.8,-73.39,282.0,51.51
164.0,13557.0,-63.9,-73.4,284.4,50.93
163.7,13567.2,-63.9,-73.4,282.9,43.54
163.2,13588.4,-64.0,-73.75,280.4,52.68
163.0,13596.2,-64.0,-73.89,287.2,57.93
162.9,13602.1,-64.1,-73.95,293.4,54.62
162.8,13606.8,-64.1,-74.03,294.5,53.84
162.6,13610.7,-64.1,-73.92,293.0,46.85
162.4,13616.7,-64.2,-74.09,286.9,41.99
162.4,13622.7,-64.2,-74.04,287.5,43.35
162.1,13629.9,-64.2,-74.15,285.9,45.87
161.9,13640.0,-64.2,-73.98,288.9,47.04
161.7,13645.1,-64.2,-74.04,295.3,49.18
161.4,13652.0,-64.3,-74.26,289.7,52.29
160.6,13684.0,-64.7,-74.27,281.8,55.4
160.4,13687.2,-64.7,-74.27,277.3,55.59
160.3,13691.9,-64.7,-74.35,274.3,53.26
160.2,13696.3,-64.7,-74.38,276.0,52.29
160.1,13701.6,-64.8,-74.49,284.8,55.79
159.8,13708.0,-64.8,-74.49,289.0,55.59
159.5,13719.2,-64.9,-74.4,291.8,57.73
159.4,13725.5,-64.9,-74.43,285.5,56.37
159.1,13733.7,-65.0,-74.67,277.2,55.59
159.0,13739.4,-64.9,-74.64,276.1,51.71
158.8,13743.4,-65.1,-74.79,286.2,55.01
158.6,13750.9,-65.2,-74.8,293.3,57.54
158.5,13756.3,-65.2,-74.75,296.5,52.09
158.4,13761.1,-65.3,-74.73,296.3,52.29
158.2,13768.1,-65.3,-74.84,295.3,54.62
157.9,13783.0,-65.4,-74.93,283.3,49.96
157.6,13795.3,-65.5,-74.94,280.9,51.32
157.4,13801.2,-65.5,-74.99,287.9,57.73
157.2,13809.3,-65.6,-75.18,289.9,60.06
157.1,13813.0,-65.7,-75.04,290.8,61.62
155.7,13875.9,-66.2,-75.54,287.3,46.65
154.9,13902.3,-66.4,-75.87,278.7,61.81
154.2,13930.8,-66.7,-75.87,294.8,47.62
153.9,13941.4,-66.8,-76.0,293.9,55.98
153.8,13949.2,-66.8,-75.91,288.1,57.93
153.6,13956.1,-66.9,-75.95,283.6,56.37
153.5,13960.3,-66.9,-75.73,280.8,54.04
153.3,13965.2,-67.0,-75.92,277.6,43.74
153.0,13977.0,-67.1,-76.25,283.1,47.62
152.8,13988.8,-67.1,-76.13,283.4,55.59
152.2,14009.7,-67.2,-76.36,289.1,58.32
152.1,14014.4,-67.2,-76.19,291.7,58.32
151.9,14021.2,-67.2,-76.36,296.2,53.46
151.8,14027.9,-67.2,-76.34,291.6,53.07
151.5,14040.9,-67.2,-76.31,285.6,52.87
151.5,14044.1,-67.2,-76.34,283.0,42.38
151.0,14057.0,-67.2,-76.59,282.5,42.76
150.7,14070.9,-67.3,-76.71,276.3,53.07
150.6,14078.0,-67.4,-76.62,274.0,60.45
150.6,14081.3,-67.4,-76.69,275.7,63.17
150.3,14086.9,-67.5,-76.78,278.3,61.04
150.2,14095.0,-67.5,-76.81,279.5,54.23
149.7,14114.3,-67.6,-76.65,274.9,47.62
149.6,14117.1,-67.7,-76.74,268.9,49.96
149.4,14123.0,-67.7,-76.69,275.0,54.04
149.2,14129.7,-67.7,-76.74,275.9,59.68
149.1,14136.9,-67.8,-76.83,280.4,59.68
148.9,14145.1,-67.8,-76.85,285.9,55.4
148.4,14161.6,-68.0,-76.68,290.0,48.01
148.2,14169.5,-68.0,-76.77,292.3,58.51
147.8,14179.6,-68.1,-77.03,293.6,61.81
147.8,14189.1,-68.2,-76.84,279.3,67.26
147.7,14195.0,-68.2,-77.0,279.5,68.03
147.4,14202.8,-68.3,-77.14,281.1,60.84
146.9,14223.9,-68.4,-77.18,279.3,42.57
146.8,14229.5,-68.5,-77.2,284.6,51.9
146.5,14238.6,-68.6,-77.34,282.8,57.54
146.4,14246.2,-68.6,-77.29,280.3,58.32
146.2,14251.0,-68.7,-77.15,279.7,55.01
146.1,14257.9,-68.7,-77.2,279.3,48.01
145.4,14286.4,-68.9,-77.29,278.1,58.7
145.2,14294.5,-69.0,-77.38,275.4,59.29
145.0,14303.2,-69.0,-77.29,274.3,53.84
144.9,14310.5,-69.1,-77.34,275.1,51.12
144.2,14338.4,-69.1,-77.38,280.6,57.73
144.1,14344.6,-69.1,-77.4,279.4,58.9
143.8,14351.7,-69.1,-77.51,283.9,54.62
143.7,14360.7,-69.0,-77.42,284.8,48.21
143.4,14368.7,-69.1,-77.54,274.6,47.04
143.1,14382.3,-69.2,-77.58,279.2,56.76
143.0,14388.8,-69.2,-77.47,281.3,59.48
142.8,14394.9,-69.2,-77.32,276.0,58.32
142.2,14420.5,-69.4,-77.35,272.9,59.68
142.0,14427.5,-69.5,-77.38,276.2,63.56
141.9,14433.7,-69.5,-77.3,279.9,58.12
141.7,14440.3,-69.5,-77.4,278.9,49.18
141.6,14446.7,-69.2,-77.32,267.3,47.24
141.5,14452.6,-68.9,-77.24,261.2,52.29
141.0,14471.2,-68.2,-76.59,277.2,50.54
140.9,14475.4,-68.0,-76.36,271.7,49.96
140.6,14490.0,-67.9,-76.2,264.8,50.54
140.4,14495.4,-67.8,-76.05,267.3,53.84
140.3,14500.0,-67.8,-75.98,264.9,59.87
140.1,14512.3,-67.9,-76.07,263.4,57.34
139.7,14528.3,-68.0,-75.93,273.6,55.01
139.6,14533.9,-68.0,-75.91,278.4,53.65
139.3,14546.3,-67.9,-75.8,266.4,55.79
138.1,14596.9,-67.7,-75.27,260.4,47.24
137.8,14612.8,-67.6,-75.14,255.8,53.65
137.7,14618.5,-67.6,-75.0,255.7,49.96
137.6,14622.9,-67.6,-74.93,253.6,43.74
137.2,14638.9,-67.6,-74.93,279.2,35.18
137.1,14646.7,-67.6,-74.85,277.3,41.4
136.9,14653.6,-67.7,-74.79,269.7,50.54
136.5,14667.6,-67.8,-74.76,256.7,64.15
136.4,14674.8,-67.9,-74.83,262.4,62.4
136.0,14693.7,-68.0,-74.76,274.7,45.49
135.1,14734.2,-68.3,-74.45,267.3,49.18
135.0,14738.2,-68.4,-74.45,268.9,42.57
133.7,14799.7,-68.9,-74.99,276.7,51.12
133.2,14816.4,-69.0,-74.88,267.6,47.04
132.4,14848.7,-69.3,-75.1,287.8,52.68
132.3,14852.3,-69.3,-75.02,285.2,52.09
132.3,14855.5,-69.3,-74.91,282.0,46.26
131.4,14889.9,-69.5,-75.61,283.6,66.87
130.7,14922.9,-69.8,-75.67,284.9,48.21
130.4,14935.9,-69.7,-75.61,272.5,55.79
130.1,14943.5,-69.6,-75.71,267.3,57.73
129.8,14959.9,-69.6,-75.66,272.0,37.9
129.5,14977.8,-69.5,-75.66,282.7,46.26
129.3,14984.4,-69.5,-75.6,275.5,53.65
129.1,14992.6,-69.5,-75.61,271.3,50.73
128.2,15033.6,-69.6,-75.69,280.8,36.93
128.1,15041.2,-69.7,-75.88,273.6,45.68
127.8,15057.6,-69.8,-76.12,263.1,63.17
127.6,15065.4,-69.9,-76.3,265.1,65.9
127.3,15077.9,-70.0,-76.18,278.8,48.4
127.2,15084.6,-70.0,-76.11,276.5,36.93
126.7,15107.8,-70.2,-76.19,264.7,56.57
126.5,15118.4,-70.2,-75.95,262.2,56.57
126.4,15124.5,-70.2,-75.88,263.8,50.93
126.0,15145.8,-69.2,-75.65,261.8,50.54
125.8,15149.4,-69.0,-75.46,263.7,49.76
125.6,15162.8,-68.1,-75.39,256.1,49.37
125.1,15186.4,-67.6,-75.36,255.9,59.48
125.1,15192.5,-67.5,-75.29,260.3,60.26
124.9,15197.7,-67.5,-75.27,257.8,56.18
124.3,15229.5,-67.7,-75.53,261.0,52.87
124.2,15237.2,-67.7,-75.58,266.1,61.62
123.9,15245.2,-67.8,-75.63,269.1,59.87
123.7,15255.7,-67.9,-75.47,258.1,52.48
123.4,15276.8,-68.1,-75.44,270.2,49.37
123.1,15288.8,-68.2,-75.44,268.4,53.65
122.9,15299.7,-68.2,-75.46,264.0,65.7
122.7,15307.1,-68.3,-75.61,265.6,65.51
122.6,15315.7,-68.3,-75.69,264.9,59.68
122.3,15323.5,-68.4,-75.74,264.3,52.48
122.3,15327.6,-68.5,-75.68,261.6,45.87
122.0,15344.2,-68.6,-75.98,264.6,50.73
121.8,15350.6,-68.6,-75.92,263.2,58.9
121.4,15371.7,-68.8,-76.18,266.0,63.37
121.3,15378.2,-68.9,-76.29,267.1,56.95
121.2,15384.1,-68.9,-76.25,267.4,51.9
120.0,15443.6,-69.4,-77.07,268.0,58.7
119.5,15463.9,-69.6,-77.47,272.1,57.54
119.5,15472.3,-69.7,-77.61,269.8,62.59
119.3,15477.1,-69.7,-77.42,267.4,63.37
119.2,15480.2,-69.7,-77.3,261.8,63.56
119.1,15487.2,-69.8,-77.49,258.1,60.84
118.7,15504.9,-69.9,-77.64,262.6,58.9
118.6,15510.5,-69.9,-77.52,265.6,65.12
118.5,15516.9,-70.0,-77.65,265.6,65.7
118.3,15523.8,-70.0,-77.69,267.1,65.9
118.3,15530.1,-70.1,-77.75,265.1,66.09
118.1,15537.0,-70.1,-77.81,263.0,64.54
118.0,15542.2,-70.2,-77.76,259.4,60.45
117.6,15560.9,-70.2,-78.17,261.0,55.79
117.4,15572.1,-70.1,-78.29,266.7,58.9
116.9,15597.6,-69.9,-78.24,263.1,64.15
116.8,15603.9,-69.8,-78.26,266.3,60.06
116.6,15611.6,-69.8,-78.44,271.1,56.95
116.3,15633.3,-69.7,-78.52,260.8,61.43
115.9,15650.5,-69.5,-78.29,272.5,58.32
115.6,15663.7,-69.3,-78.37,272.5,50.15
115.4,15678.8,-69.1,-78.47,258.1,51.12
114.6,15711.5,-68.8,-78.44,277.8,51.51
114.6,15718.5,-68.8,-78.18,273.5,54.62
114.6,15721.3,-68.9,-78.09,266.8,62.79
114.5,15724.6,-68.9,-78.06,262.3,65.12
114.3,15730.5,-68.9,-78.11,259.3,64.15
114.1,15744.1,-69.0,-78.2,260.1,49.96
113.7,15769.8,-69.2,-78.21,274.2,56.37
113.6,15776.4,-69.2,-78.24,279.6,59.68
113.4,15783.1,-69.3,-78.42,278.4,59.68
112.8,15810.9,-69.6,-78.69,264.5,65.12
112.7,15817.4,-69.6,-78.64,270.5,63.76
112.4,15829.7,-69.7,-78.78,285.7,61.81
112.4,15836.3,-69.8,-78.87,284.4,58.32
112.2,15844.0,-69.8,-78.92,275.1,55.01
111.8,15863.9,-70.0,-78.95,253.8,58.51
111.6,15871.6,-70.1,-79.07,258.6,60.65
111.4,15884.7,-70.2,-79.01,276.4,59.68
111.4,15892.8,-70.2,-79.04,279.6,57.15
110.8,15917.6,-70.4,-79.27,261.8,75.03
110.3,15946.0,-70.6,-79.47,261.0,53.46
110.2,15951.7,-70.7,-79.56,263.6,54.82
110.1,15956.6,-70.7,-79.56,268.7,55.59
110.0,15961.5,-70.7,-79.54,272.8,55.98
109.3,16001.1,-70.2,-79.88,265.8,62.79
109.2,16007.1,-70.2,-79.8,266.4,63.95
108.9,16022.3,-70.2,-79.66,278.2,60.84
108.5,16042.0,-70.2,-79.82,265.5,61.23
108.3,16049.2,-70.3,-79.96,263.5,63.95
107.7,16088.3,-70.4,-80.08,267.4,60.65
107.6,16096.9,-70.4,-80.11,262.4,60.26
107.4,16105.2,-70.4,-80.14,271.2,56.95
107.2,16113.8,-70.4,-80.14,279.4,54.62
107.0,16123.2,-70.5,-80.2,280.5,50.15
106.8,16135.2,-70.5,-79.9,266.6,49.57
106.8,16144.7,-70.5,-80.06,270.5,50.15
106.4,16157.3,-70.0,-79.86,285.5,52.09
106.0,16180.8,-69.9,-80.0,260.6,51.71
105.8,16187.9,-69.9,-80.06,262.5,50.35
105.2,16223.6,-69.4,-80.07,286.4,45.68
105.0,16231.6,-69.2,-79.92,281.8,42.57
104.9,16239.2,-69.1,-79.9,274.3,36.35
104.6,16256.5,-68.8,-79.63,252.9,31.68
104.6,16262.9,-68.6,-79.58,257.4,34.99
104.3,16278.1,-68.2,-79.27,286.7,35.38
104.2,16281.7,-68.2,-79.23,293.5,41.4
104.0,16290.0,-68.2,-79.3,305.6,37.32
104.0,16297.0,-68.2,-79.37,297.2,35.18
103.8,16309.9,-68.3,-79.29,266.0,35.77
103.7,16314.7,-68.3,-79.26,266.3,41.79
103.7,16320.7,-68.3,-79.32,276.7,49.96
103.5,16325.2,-68.2,-79.3,279.9,48.21
103.3,16336.5,-68.0,-79.26,295.7,33.63
102.8,16368.5,-67.8,-79.05,275.8,44.13
102.6,16382.0,-67.7,-78.76,277.1,32.46
101.8,16425.4,-67.5,-78.85,286.3,29.55
101.8,16431.5,-67.5,-78.85,282.9,29.16
101.2,16459.4,-67.5,-79.03,286.0,35.96
101.1,16468.6,-67.6,-79.08,281.9,35.57
100.2,16514.1,-67.3,-78.61,285.4,31.3
100.1,16522.0,-67.3,-78.75,279.9,24.88
100.0,16528.2,-67.3,-78.71,279.1,20.41
99.3,16574.2,-67.5,-79.2,274.3,40.43
99.2,16579.4,-67.6,-79.25,279.2,30.32
99.1,16585.0,-67.6,-79.22,292.6,21.38
98.6,16614.6,-67.7,-79.2,278.1,33.24
98.5,16620.3,-67.7,-79.13,276.0,39.07
98.5,16625.2,-67.7,-79.1,278.7,41.79
98.3,16631.9,-67.8,-79.22,278.5,39.65
98.3,16639.3,-67.9,-79.27,276.3,34.41
98.1,16647.7,-67.9,-79.31,260.2,25.85
98.0,16655.4,-68.0,-79.5,255.4,20.99
97.9,16661.1,-68.0,-79.36,262.9,22.16
97.8,16671.5,-68.0,-79.29,292.8,30.91
97.6,16677.9,-68.0,-79.46,291.5,34.79
97.5,16685.9,-68.0,-79.53,284.6,31.49
97.4,16693.4,-67.9,-79.48,276.8,30.91
97.3,16701.5,-67.9,-79.52,267.3,33.05
97.2,16709.6,-67.9,-79.59,266.3,32.07
97.1,16715.4,-67.9,-79.55,262.4,32.46
97.0,16722.4,-67.9,-79.66,257.0,30.91
96.8,16730.9,-68.0,-79.78,267.8,30.13
96.3,16761.8,-68.2,-80.07,275.8,39.65
96.2,16768.9,-68.3,-80.12,267.6,41.99
96.1,16776.0,-68.3,-80.08,266.6,40.04
96.0,16782.7,-68.4,-80.09,269.0,36.93
95.9,16789.5,-68.4,-80.09,273.8,35.77
95.7,16798.0,-68.5,-80.18,280.8,33.24
95.5,16815.3,-68.5,-80.11,280.2,24.1
95.4,16823.8,-68.5,-80.07,259.7,30.13
95.3,16827.9,-68.6,-80.02,258.2,31.1
95.3,16830.4,-68.6,-79.95,268.8,34.41
95.1,16836.5,-68.6,-80.06,280.5,38.68
94.8,16857.0,-68.6,-80.41,276.9,36.54
94.7,16862.9,-68.6,-80.41,267.0,38.29
94.6,16869.4,-68.6,-80.45,265.7,39.46
94.5,16877.6,-68.5,-80.51,267.3,40.04
94.4,16886.6,-68.4,-80.54,273.6,36.93
94.2,16895.9,-68.2,-80.48,294.0,35.18
94.1,16902.7,-68.2,-80.45,295.5,37.9
94.0,16908.4,-68.1,-80.36,295.3,36.74
93.8,16916.5,-68.1,-80.4,282.1,29.74
93.7,16923.1,-68.1,-80.32,278.2,28.19
93.4,16945.6,-68.1,-80.24,292.7,32.46
93.3,16950.7,-68.2,-80.41,291.9,36.74
93.2,16958.3,-68.2,-80.33,287.7,36.54
93.2,16966.6,-68.3,-80.49,285.6,41.4
93.0,16975.5,-68.3,-80.57,286.4,36.93
92.8,16983.8,-68.4,-80.74,294.5,27.6
92.8,16989.8,-68.4,-80.62,299.6,26.82
92.7,16997.0,-68.4,-80.46,288.3,34.79
92.5,17003.5,-68.5,-80.63,286.6,37.52
92.5,17010.6,-68.5,-80.63,286.6,40.04
92.4,17016.6,-68.6,-80.68,282.6,39.65
92.3,17022.2,-68.6,-80.71,283.2,35.38
92.2,17028.7,-68.7,-80.8,291.6,32.46
92.0,17035.3,-68.7,-80.8,304.3,30.32
91.8,17050.2,-68.8,-80.85,299.8,27.21
91.8,17057.1,-68.9,-80.86,283.6,26.44
91.6,17063.5,-69.0,-80.95,273.3,26.05
91.6,17070.0,-69.0,-80.95,284.4,30.32
91.4,17078.2,-69.1,-81.07,298.6,31.1
91.0,17105.4,-69.2,-80.97,283.1,22.94
90.9,17110.3,-69.3,-80.99,290.4,25.08
90.4,17142.4,-69.3,-81.13,282.9,18.86
90.3,17148.0,-69.3,-81.21,279.3,22.74
90.2,17155.0,-69.4,-81.37,284.0,25.27
90.1,17163.5,-69.4,-81.45,289.3,22.16
89.5,17192.8,-69.6,-81.58,294.1,20.02
89.5,17198.2,-69.6,-81.47,295.7,24.1
89.4,17203.5,-69.6,-81.43,304.5,28.57
89.3,17211.2,-69.7,-81.59,306.9,28.57
89.2,17219.1,-69.7,-81.59,309.0,22.94
89.1,17223.6,-69.7,-81.48,306.1,18.08
88.9,17242.9,-69.8,-81.75,289.5,19.63
88.6,17259.0,-69.9,-81.96,286.5,16.91
88.6,17262.9,-69.9,-81.8,286.9,18.08
88.5,17266.0,-69.9,-81.76,297.0,20.22
88.2,17289.0,-69.9,-81.96,308.1,15.94
88.0,17308.3,-70.0,-82.28,235.6,12.83
87.7,17323.2,-70.1,-82.24,287.5,14.77
87.6,17329.0,-70.2,-82.21,298.2,17.11
87.5,17336.3,-70.2,-82.18,313.8,19.44
87.4,17343.7,-70.3,-82.23,318.8,16.33
86.8,17386.6,-70.5,-82.29,279.4,17.88
86.6,17396.5,-70.5,-82.32,285.0,18.86
86.4,17412.5,-70.5,-82.32,293.0,8.16
86.0,17442.7,-70.7,-82.42,288.6,15.16
85.8,17450.5,-70.8,-82.47,270.4,18.08
85.7,17455.6,-70.8,-82.44,253.6,22.74
85.6,17461.8,-70.8,-82.55,249.2,26.44
85.6,17468.4,-70.9,-82.71,250.4,26.82
85.5,17473.7,-70.8,-82.66,246.8,19.24
85.4,17478.9,-70.5,-82.55,242.2,11.27
85.3,17491.6,-70.2,-82.53,2.6,9.33
85.2,17500.7,-70.1,-82.65,334.1,12.83
85.0,17508.4,-70.0,-82.56,309.0,14.58
84.9,17513.4,-69.9,-82.39,279.2,22.74
84.9,17517.2,-69.9,-82.48,268.0,31.49
84.8,17522.9,-69.9,-82.56,257.2,31.68
84.7,17529.1,-69.9,-82.56,249.5,26.63
84.6,17535.1,-69.9,-82.44,248.7,20.02
84.5,17542.4,-70.0,-82.44,249.9,15.36
84.4,17548.5,-70.1,-82.4,254.0,13.61
84.4,17552.9,-70.1,-82.24,259.1,11.47
84.3,17559.1,-70.1,-82.24,253.4,8.75
84.1,17573.1,-70.2,-82.25,257.5,10.11
84.0,17579.0,-70.2,-82.25,275.0,13.8
83.9,17584.5,-70.3,-82.3,281.3,15.16
83.8,17589.9,-70.3,-82.26,293.0,13.22
83.8,17596.8,-70.3,-82.34,296.5,12.25
83.7,17602.4,-70.3,-82.3,289.1,12.83
83.6,17607.7,-70.3,-82.34,260.8,17.69
83.5,17614.6,-70.3,-82.5,244.3,22.74
83.4,17620.8,-70.3,-82.58,237.7,23.33
83.3,17626.6,-70.4,-82.66,233.1,14.77
82.8,17661.9,-70.5,-82.47,240.3,21.19
